FLUKE 289;  V1.16;  32760112 Ammann

To display full timestamps use Format Cells �m/d/y hh:mm:ss.0'

Start Time;Stop Time;Elapsed Time;Interval;Total readings;Intervals;Input Events;Session Name
25.08.2020 20:03:28;25.08.2020 20:13:26;0:09:58;0:00:01;606;599;14;Circuit 1
Max Time;Max;Average;Min;Min Time;Scaling;
25.08.2020 20:03:40;5,4262 A AC;3,8067 A AC;0,0000 A AC;25.08.2020 20:03:28;(none)

Reading;Sample;Start Time;Duration;Max Time;Max;Average;Min Time;Min;Description;Stop Time
490;0,4306 A AC;25.08.2020 20:11:31,9;0:00:01,0;25.08.2020 20:11:32,0;0,4307 A AC;0,4307 A AC;25.08.2020 20:11:31,9;0,4306 A AC;Interval;25.08.2020 20:11:32,9
491;0,4307 A AC;25.08.2020 20:11:32,9;0:00:01,0;25.08.2020 20:11:32,9;0,4307 A AC;0,4307 A AC;25.08.2020 20:11:33,0;0,4306 A AC;Interval;25.08.2020 20:11:33,9
492;0,4307 A AC;25.08.2020 20:11:33,9;0:00:01,0;25.08.2020 20:11:33,9;0,4307 A AC;0,4307 A AC;25.08.2020 20:11:33,9;0,4307 A AC;Interval;25.08.2020 20:11:34,9
493;0,4307 A AC;25.08.2020 20:11:34,9;0:00:01,0;25.08.2020 20:11:34,9;0,4307 A AC;0,4307 A AC;25.08.2020 20:11:34,9;0,4307 A AC;Interval;25.08.2020 20:11:35,9
494;0,4307 A AC;25.08.2020 20:11:35,9;0:00:01,0;25.08.2020 20:11:35,9;0,4307 A AC;0,4307 A AC;25.08.2020 20:11:36,5;0,4306 A AC;Interval;25.08.2020 20:11:36,9
495;0,4306 A AC;25.08.2020 20:11:36,9;0:00:01,0;25.08.2020 20:11:36,9;0,4306 A AC;0,4302 A AC;25.08.2020 20:11:37,8;0,4299 A AC;Interval;25.08.2020 20:11:37,9
496;0,4298 A AC;25.08.2020 20:11:37,9;0:00:01,0;25.08.2020 20:11:37,9;0,4298 A AC;0,4296 A AC;25.08.2020 20:11:38,7;0,4293 A AC;Interval;25.08.2020 20:11:38,9
497;0,4292 A AC;25.08.2020 20:11:38,9;0:00:01,0;25.08.2020 20:11:38,9;0,4292 A AC;0,4290 A AC;25.08.2020 20:11:39,7;0,4288 A AC;Interval;25.08.2020 20:11:39,9
498;0,4287 A AC;25.08.2020 20:11:39,9;0:00:00,9;25.08.2020 20:11:39,9;0,4287 A AC;0,4285 A AC;25.08.2020 20:11:40,6;0,4283 A AC;Interval;25.08.2020 20:11:40,8
499;0,4282 A AC;25.08.2020 20:11:40,8;0:00:01,0;25.08.2020 20:11:40,8;0,4282 A AC;0,4281 A AC;25.08.2020 20:11:41,3;0,4280 A AC;Interval;25.08.2020 20:11:41,8
500;0,4279 A AC;25.08.2020 20:11:41,8;0:00:01,0;25.08.2020 20:11:41,8;0,4279 A AC;0,4278 A AC;25.08.2020 20:11:42,5;0,4277 A AC;Interval;25.08.2020 20:11:42,8
501;0,4277 A AC;25.08.2020 20:11:42,8;0:00:01,0;25.08.2020 20:11:42,8;0,4277 A AC;0,4277 A AC;25.08.2020 20:11:43,3;0,4276 A AC;Interval;25.08.2020 20:11:43,8
502;0,4276 A AC;25.08.2020 20:11:43,8;0:00:01,0;25.08.2020 20:11:43,8;0,4276 A AC;0,4275 A AC;25.08.2020 20:11:44,0;0,4275 A AC;Interval;25.08.2020 20:11:44,8
503;0,4274 A AC;25.08.2020 20:11:44,8;0:00:01,0;25.08.2020 20:11:45,1;0,4275 A AC;0,4275 A AC;25.08.2020 20:11:44,8;0,4274 A AC;Interval;25.08.2020 20:11:45,8
504;0,4275 A AC;25.08.2020 20:11:45,8;0:00:01,0;25.08.2020 20:11:46,5;0,4277 A AC;0,4276 A AC;25.08.2020 20:11:45,8;0,4275 A AC;Interval;25.08.2020 20:11:46,8
505;0,4277 A AC;25.08.2020 20:11:46,8;0:00:01,0;25.08.2020 20:11:46,8;0,4277 A AC;0,4276 A AC;25.08.2020 20:11:46,9;0,4276 A AC;Interval;25.08.2020 20:11:47,8
506;0,4276 A AC;25.08.2020 20:11:47,8;0:00:01,0;25.08.2020 20:11:47,8;0,4276 A AC;0,4275 A AC;25.08.2020 20:11:48,4;0,4275 A AC;Interval;25.08.2020 20:11:48,9
507;0,4275 A AC;25.08.2020 20:11:48,9;0:00:01,0;25.08.2020 20:11:48,9;0,4275 A AC;0,4275 A AC;25.08.2020 20:11:48,9;0,4275 A AC;Interval;25.08.2020 20:11:49,9
508;0,4275 A AC;25.08.2020 20:11:49,9;0:00:01,0;25.08.2020 20:11:50,6;0,4277 A AC;0,4276 A AC;25.08.2020 20:11:49,9;0,4275 A AC;Interval;25.08.2020 20:11:50,9
509;0,4278 A AC;25.08.2020 20:11:50,9;0:00:01,0;25.08.2020 20:11:51,8;0,4282 A AC;0,4280 A AC;25.08.2020 20:11:50,9;0,4278 A AC;Interval;25.08.2020 20:11:51,9
510;0,4282 A AC;25.08.2020 20:11:51,9;0:00:01,0;25.08.2020 20:11:52,4;0,4283 A AC;0,4283 A AC;25.08.2020 20:11:51,9;0,4282 A AC;Interval;25.08.2020 20:11:52,9
511;0,4283 A AC;25.08.2020 20:11:52,9;0:00:01,0;25.08.2020 20:11:52,9;0,4283 A AC;0,4283 A AC;25.08.2020 20:11:52,9;0,4283 A AC;Interval;25.08.2020 20:11:53,9
512;0,4283 A AC;25.08.2020 20:11:53,9;0:00:01,0;25.08.2020 20:11:54,5;0,4284 A AC;0,4283 A AC;25.08.2020 20:11:53,9;0,4283 A AC;Interval;25.08.2020 20:11:54,9
513;0,4284 A AC;25.08.2020 20:11:54,9;0:00:01,0;25.08.2020 20:11:55,7;0,4287 A AC;0,4285 A AC;25.08.2020 20:11:54,9;0,4284 A AC;Interval;25.08.2020 20:11:55,9
514;0,4287 A AC;25.08.2020 20:11:55,9;0:00:00,9;25.08.2020 20:11:56,3;0,4289 A AC;0,4288 A AC;25.08.2020 20:11:55,9;0,4287 A AC;Interval;25.08.2020 20:11:56,8
515;0,4288 A AC;25.08.2020 20:11:56,8;0:00:01,0;25.08.2020 20:11:56,8;0,4288 A AC;0,4288 A AC;25.08.2020 20:11:57,5;0,4287 A AC;Interval;25.08.2020 20:11:57,8
516;0,4287 A AC;25.08.2020 20:11:57,8;0:00:01,0;25.08.2020 20:11:57,8;0,4287 A AC;0,4286 A AC;25.08.2020 20:11:58,2;0,4286 A AC;Interval;25.08.2020 20:11:58,8
517;0,4285 A AC;25.08.2020 20:11:58,8;0:00:01,0;25.08.2020 20:11:58,8;0,4285 A AC;0,4285 A AC;25.08.2020 20:11:58,8;0,4285 A AC;Interval;25.08.2020 20:11:59,8
518;0,4285 A AC;25.08.2020 20:11:59,8;0:00:01,0;25.08.2020 20:11:59,8;0,4285 A AC;0,4285 A AC;25.08.2020 20:11:59,8;0,4285 A AC;Interval;25.08.2020 20:12:00,8
519;0,4285 A AC;25.08.2020 20:12:00,8;0:00:01,0;25.08.2020 20:12:00,8;0,4285 A AC;0,4285 A AC;25.08.2020 20:12:00,8;0,4285 A AC;Interval;25.08.2020 20:12:01,8
520;0,4285 A AC;25.08.2020 20:12:01,8;0:00:01,0;25.08.2020 20:12:02,7;0,4288 A AC;0,4286 A AC;25.08.2020 20:12:01,8;0,4285 A AC;Interval;25.08.2020 20:12:02,8
521;0,4288 A AC;25.08.2020 20:12:02,8;0:00:01,0;25.08.2020 20:12:03,6;0,4289 A AC;0,4288 A AC;25.08.2020 20:12:02,8;0,4288 A AC;Interval;25.08.2020 20:12:03,8
522;0,4288 A AC;25.08.2020 20:12:03,8;0:00:01,0;25.08.2020 20:12:03,9;0,4289 A AC;0,4288 A AC;25.08.2020 20:12:03,8;0,4288 A AC;Interval;25.08.2020 20:12:04,9
523;0,4288 A AC;25.08.2020 20:12:04,9;0:00:01,0;25.08.2020 20:12:04,9;0,4288 A AC;0,4288 A AC;25.08.2020 20:12:05,7;0,4287 A AC;Interval;25.08.2020 20:12:05,9
524;0,4286 A AC;25.08.2020 20:12:05,9;0:00:01,0;25.08.2020 20:12:05,9;0,4286 A AC;0,4285 A AC;25.08.2020 20:12:06,4;0,4285 A AC;Interval;25.08.2020 20:12:06,9
525;0,4285 A AC;25.08.2020 20:12:06,9;0:00:01,0;25.08.2020 20:12:06,9;0,4285 A AC;0,4284 A AC;25.08.2020 20:12:07,3;0,4284 A AC;Interval;25.08.2020 20:12:07,9
526;0,4284 A AC;25.08.2020 20:12:07,9;0:00:01,0;25.08.2020 20:12:07,9;0,4284 A AC;0,4284 A AC;25.08.2020 20:12:07,9;0,4284 A AC;Interval;25.08.2020 20:12:08,9
527;0,4285 A AC;25.08.2020 20:12:08,9;0:00:01,0;25.08.2020 20:12:09,8;0,4287 A AC;0,4285 A AC;25.08.2020 20:12:08,9;0,4285 A AC;Interval;25.08.2020 20:12:09,9
528;0,4287 A AC;25.08.2020 20:12:09,9;0:00:01,0;25.08.2020 20:12:10,8;0,4290 A AC;0,4288 A AC;25.08.2020 20:12:09,9;0,4287 A AC;Interval;25.08.2020 20:12:10,9
529;0,4290 A AC;25.08.2020 20:12:10,9;0:00:01,0;25.08.2020 20:12:11,7;0,4292 A AC;0,4291 A AC;25.08.2020 20:12:10,9;0,4290 A AC;Interval;25.08.2020 20:12:11,9
530;0,4292 A AC;25.08.2020 20:12:11,9;0:00:01,0;25.08.2020 20:12:11,9;0,4292 A AC;0,4292 A AC;25.08.2020 20:12:12,8;0,4291 A AC;Interval;25.08.2020 20:12:12,9
531;0,4267 A AC;25.08.2020 20:12:12,9;0:00:01,0;25.08.2020 20:12:13,5;0,4283 A AC;0,4279 A AC;25.08.2020 20:12:13,0;0,4266 A AC;Interval;25.08.2020 20:12:13,9
532;0,4281 A AC;25.08.2020 20:12:13,9;0:00:00,9;25.08.2020 20:12:14,0;0,4282 A AC;0,4281 A AC;25.08.2020 20:12:14,1;0,4280 A AC;Interval;25.08.2020 20:12:14,8
533;0,4283 A AC;25.08.2020 20:12:14,8;0:00:01,0;25.08.2020 20:12:15,6;0,4285 A AC;0,4282 A AC;25.08.2020 20:12:15,3;0,4278 A AC;Interval;25.08.2020 20:12:15,8
534;0,4285 A AC;25.08.2020 20:12:15,8;0:00:01,0;25.08.2020 20:12:16,6;0,4287 A AC;0,4285 A AC;25.08.2020 20:12:15,9;0,4283 A AC;Interval;25.08.2020 20:12:16,8
535;0,4288 A AC;25.08.2020 20:12:16,8;0:00:01,0;25.08.2020 20:12:16,8;0,4288 A AC;0,4287 A AC;25.08.2020 20:12:16,9;0,4286 A AC;Interval;25.08.2020 20:12:17,8
536;0,4287 A AC;25.08.2020 20:12:17,8;0:00:01,0;25.08.2020 20:12:17,8;0,4287 A AC;0,4287 A AC;25.08.2020 20:12:18,6;0,4286 A AC;Interval;25.08.2020 20:12:18,8
537;0,4286 A AC;25.08.2020 20:12:18,8;0:00:01,0;25.08.2020 20:12:19,0;0,4287 A AC;0,4287 A AC;25.08.2020 20:12:18,8;0,4286 A AC;Interval;25.08.2020 20:12:19,8
538;0,4287 A AC;25.08.2020 20:12:19,8;0:00:01,0;25.08.2020 20:12:19,8;0,4287 A AC;0,4287 A AC;25.08.2020 20:12:19,8;0,4287 A AC;Interval;25.08.2020 20:12:20,8
539;0,4287 A AC;25.08.2020 20:12:20,8;0:00:01,0;25.08.2020 20:12:21,4;0,4289 A AC;0,4288 A AC;25.08.2020 20:12:20,8;0,4287 A AC;Interval;25.08.2020 20:12:21,8
540;0,4290 A AC;25.08.2020 20:12:21,8;0:00:01,0;25.08.2020 20:12:22,5;0,4291 A AC;0,4290 A AC;25.08.2020 20:12:21,8;0,4290 A AC;Interval;25.08.2020 20:12:22,9
541;0,4291 A AC;25.08.2020 20:12:22,9;0:00:01,0;25.08.2020 20:12:22,9;0,4291 A AC;0,4290 A AC;25.08.2020 20:12:23,5;0,4289 A AC;Interval;25.08.2020 20:12:23,9
542;0,4289 A AC;25.08.2020 20:12:23,9;0:00:01,0;25.08.2020 20:12:23,9;0,4289 A AC;0,4288 A AC;25.08.2020 20:12:24,1;0,4288 A AC;Interval;25.08.2020 20:12:24,9
543;0,4288 A AC;25.08.2020 20:12:24,9;0:00:01,0;25.08.2020 20:12:25,7;0,4291 A AC;0,4290 A AC;25.08.2020 20:12:24,9;0,4288 A AC;Interval;25.08.2020 20:12:25,9
544;0,4291 A AC;25.08.2020 20:12:25,9;0:00:01,0;25.08.2020 20:12:26,4;0,4293 A AC;0,4292 A AC;25.08.2020 20:12:25,9;0,4291 A AC;Interval;25.08.2020 20:12:26,9
545;0,4294 A AC;25.08.2020 20:12:26,9;0:00:01,0;25.08.2020 20:12:27,4;0,4295 A AC;0,4295 A AC;25.08.2020 20:12:26,9;0,4294 A AC;Interval;25.08.2020 20:12:27,9
546;0,4295 A AC;25.08.2020 20:12:27,9;0:00:01,0;25.08.2020 20:12:28,1;0,4296 A AC;0,4296 A AC;25.08.2020 20:12:27,9;0,4295 A AC;Interval;25.08.2020 20:12:28,9
547;0,4295 A AC;25.08.2020 20:12:28,9;0:00:01,0;25.08.2020 20:12:29,8;0,4299 A AC;0,4296 A AC;25.08.2020 20:12:28,9;0,4295 A AC;Interval;25.08.2020 20:12:29,9
548;0,4300 A AC;25.08.2020 20:12:29,9;0:00:01,0;25.08.2020 20:12:30,8;0,4305 A AC;0,4302 A AC;25.08.2020 20:12:29,9;0,4300 A AC;Interval;25.08.2020 20:12:30,9
549;0,4305 A AC;25.08.2020 20:12:30,9;0:00:00,9;25.08.2020 20:12:31,6;0,4308 A AC;0,4307 A AC;25.08.2020 20:12:30,9;0,4305 A AC;Interval;25.08.2020 20:12:31,8
550;0,4308 A AC;25.08.2020 20:12:31,8;0:00:01,0;25.08.2020 20:12:32,2;0,4310 A AC;0,4310 A AC;25.08.2020 20:12:31,8;0,4308 A AC;Interval;25.08.2020 20:12:32,8
551;0,4311 A AC;25.08.2020 20:12:32,8;0:00:01,0;25.08.2020 20:12:33,2;0,4312 A AC;0,4312 A AC;25.08.2020 20:12:32,8;0,4311 A AC;Interval;25.08.2020 20:12:33,8
552;0,4312 A AC;25.08.2020 20:12:33,8;0:00:01,0;25.08.2020 20:12:33,8;0,4312 A AC;0,4311 A AC;25.08.2020 20:12:34,0;0,4311 A AC;Interval;25.08.2020 20:12:34,8
553;0,4311 A AC;25.08.2020 20:12:34,8;0:00:01,0;25.08.2020 20:12:35,4;0,4313 A AC;0,4312 A AC;25.08.2020 20:12:34,8;0,4311 A AC;Interval;25.08.2020 20:12:35,8
554;0,4313 A AC;25.08.2020 20:12:35,8;0:00:01,0;25.08.2020 20:12:35,8;0,4313 A AC;0,4313 A AC;25.08.2020 20:12:35,8;0,4313 A AC;Interval;25.08.2020 20:12:36,8
555;0,4313 A AC;25.08.2020 20:12:36,8;0:00:01,0;25.08.2020 20:12:36,8;0,4313 A AC;0,4313 A AC;25.08.2020 20:12:36,8;0,4313 A AC;Interval;25.08.2020 20:12:37,8
556;0,4313 A AC;25.08.2020 20:12:37,8;0:00:01,0;25.08.2020 20:12:37,8;0,4313 A AC;0,4313 A AC;25.08.2020 20:12:37,8;0,4313 A AC;Interval;25.08.2020 20:12:38,9
557;0,4314 A AC;25.08.2020 20:12:38,9;0:00:01,0;25.08.2020 20:12:39,7;0,4315 A AC;0,4314 A AC;25.08.2020 20:12:38,9;0,4314 A AC;Interval;25.08.2020 20:12:39,9
558;0,4315 A AC;25.08.2020 20:12:39,9;0:00:01,0;25.08.2020 20:12:39,9;0,4315 A AC;0,4315 A AC;25.08.2020 20:12:40,6;0,4314 A AC;Interval;25.08.2020 20:12:40,9
559;0,4314 A AC;25.08.2020 20:12:40,9;0:00:01,0;25.08.2020 20:12:40,9;0,4314 A AC;0,4313 A AC;25.08.2020 20:12:41,6;0,4312 A AC;Interval;25.08.2020 20:12:41,9
560;0,4312 A AC;25.08.2020 20:12:41,9;0:00:01,0;25.08.2020 20:12:41,9;0,4312 A AC;0,4311 A AC;25.08.2020 20:12:42,7;0,4310 A AC;Interval;25.08.2020 20:12:42,9
561;0,4310 A AC;25.08.2020 20:12:42,9;0:00:01,0;25.08.2020 20:12:43,4;0,4311 A AC;0,4311 A AC;25.08.2020 20:12:42,9;0,4310 A AC;Interval;25.08.2020 20:12:43,9
562;0,4311 A AC;25.08.2020 20:12:43,9;0:00:01,0;25.08.2020 20:12:44,8;0,4312 A AC;0,4311 A AC;25.08.2020 20:12:43,9;0,4311 A AC;Interval;25.08.2020 20:12:44,9
563;0,4312 A AC;25.08.2020 20:12:44,9;0:00:01,0;25.08.2020 20:12:45,4;0,4313 A AC;0,4313 A AC;25.08.2020 20:12:44,9;0,4312 A AC;Interval;25.08.2020 20:12:45,9
564;0,4313 A AC;25.08.2020 20:12:45,9;0:00:01,0;25.08.2020 20:12:45,9;0,4313 A AC;0,4313 A AC;25.08.2020 20:12:45,9;0,4313 A AC;Interval;25.08.2020 20:12:46,9
565;0,4313 A AC;25.08.2020 20:12:46,9;0:00:01,0;25.08.2020 20:12:46,9;0,4313 A AC;0,4311 A AC;25.08.2020 20:12:47,8;0,4307 A AC;Interval;25.08.2020 20:12:47,9
566;0,4306 A AC;25.08.2020 20:12:47,9;0:00:00,9;25.08.2020 20:12:47,9;0,4306 A AC;0,4304 A AC;25.08.2020 20:12:48,4;0,4303 A AC;Interval;25.08.2020 20:12:48,8
567;0,4303 A AC;25.08.2020 20:12:48,8;0:00:01,0;25.08.2020 20:12:48,8;0,4303 A AC;0,4301 A AC;25.08.2020 20:12:49,7;0,4300 A AC;Interval;25.08.2020 20:12:49,8
568;0,4300 A AC;25.08.2020 20:12:49,8;0:00:01,0;25.08.2020 20:12:49,8;0,4300 A AC;0,4298 A AC;25.08.2020 20:12:50,6;0,4297 A AC;Interval;25.08.2020 20:12:50,8
569;0,4296 A AC;25.08.2020 20:12:50,8;0:00:01,0;25.08.2020 20:12:50,8;0,4296 A AC;0,4295 A AC;25.08.2020 20:12:51,2;0,4295 A AC;Interval;25.08.2020 20:12:51,8
570;0,4295 A AC;25.08.2020 20:12:51,8;0:00:01,0;25.08.2020 20:12:51,8;0,4295 A AC;0,4295 A AC;25.08.2020 20:12:52,3;0,4294 A AC;Interval;25.08.2020 20:12:52,8
571;0,4295 A AC;25.08.2020 20:12:52,8;0:00:01,0;25.08.2020 20:12:52,8;0,4295 A AC;0,4295 A AC;25.08.2020 20:12:53,2;0,4294 A AC;Interval;25.08.2020 20:12:53,8
572;0,4295 A AC;25.08.2020 20:12:53,8;0:00:01,0;25.08.2020 20:12:54,6;0,4296 A AC;0,4295 A AC;25.08.2020 20:12:53,8;0,4295 A AC;Interval;25.08.2020 20:12:54,8
573;0,4296 A AC;25.08.2020 20:12:54,8;0:00:01,0;25.08.2020 20:12:54,8;0,4296 A AC;0,4296 A AC;25.08.2020 20:12:54,8;0,4296 A AC;Interval;25.08.2020 20:12:55,8
574;0,4296 A AC;25.08.2020 20:12:55,8;0:00:01,0;25.08.2020 20:12:55,8;0,4296 A AC;0,4296 A AC;25.08.2020 20:12:56,4;0,4295 A AC;Interval;25.08.2020 20:12:56,9
575;0,4295 A AC;25.08.2020 20:12:56,9;0:00:01,0;25.08.2020 20:12:57,0;0,4296 A AC;0,4295 A AC;25.08.2020 20:12:56,9;0,4295 A AC;Interval;25.08.2020 20:12:57,9
576;0,4295 A AC;25.08.2020 20:12:57,9;0:00:01,0;25.08.2020 20:12:57,9;0,4295 A AC;0,4294 A AC;25.08.2020 20:12:58,0;0,4294 A AC;Interval;25.08.2020 20:12:58,9
577;0,4295 A AC;25.08.2020 20:12:58,9;0:00:01,0;25.08.2020 20:12:59,3;0,4296 A AC;0,4296 A AC;25.08.2020 20:12:58,9;0,4295 A AC;Interval;25.08.2020 20:12:59,9
578;0,4296 A AC;25.08.2020 20:12:59,9;0:00:01,0;25.08.2020 20:13:00,8;0,4299 A AC;0,4298 A AC;25.08.2020 20:12:59,9;0,4296 A AC;Interval;25.08.2020 20:13:00,9
579;0,4299 A AC;25.08.2020 20:13:00,9;0:00:01,0;25.08.2020 20:13:01,7;0,4303 A AC;0,4301 A AC;25.08.2020 20:13:00,9;0,4299 A AC;Interval;25.08.2020 20:13:01,9
580;0,4303 A AC;25.08.2020 20:13:01,9;0:00:01,0;25.08.2020 20:13:02,3;0,4305 A AC;0,4305 A AC;25.08.2020 20:13:01,9;0,4303 A AC;Interval;25.08.2020 20:13:02,9
581;0,4305 A AC;25.08.2020 20:13:02,9;0:00:01,0;25.08.2020 20:13:03,5;0,4307 A AC;0,4306 A AC;25.08.2020 20:13:02,9;0,4305 A AC;Interval;25.08.2020 20:13:03,9
582;0,4307 A AC;25.08.2020 20:13:03,9;0:00:01,0;25.08.2020 20:13:04,2;0,4308 A AC;0,4307 A AC;25.08.2020 20:13:03,9;0,4307 A AC;Interval;25.08.2020 20:13:04,9
583;0,4307 A AC;25.08.2020 20:13:04,9;0:00:00,9;25.08.2020 20:13:04,9;0,4307 A AC;0,4307 A AC;25.08.2020 20:13:04,9;0,4307 A AC;Interval;25.08.2020 20:13:05,8
584;0,4307 A AC;25.08.2020 20:13:05,8;0:00:00,7;25.08.2020 20:13:06,4;4,3895 A AC;1,0186 A AC;25.08.2020 20:13:05,8;0,4307 A AC;Unstable;25.08.2020 20:13:06,5
585;5,1971 A AC;25.08.2020 20:13:06,5;0:00:00,3;25.08.2020 20:13:06,7;5,3660 A AC;5,2996 A AC;25.08.2020 20:13:06,5;5,1971 A AC;Interval;25.08.2020 20:13:06,8
586;5,3719 A AC;25.08.2020 20:13:06,8;0:00:01,0;25.08.2020 20:13:06,9;5,3724 A AC;5,3669 A AC;25.08.2020 20:13:07,7;5,3605 A AC;Interval;25.08.2020 20:13:07,8
587;5,3586 A AC;25.08.2020 20:13:07,8;0:00:01,0;25.08.2020 20:13:07,8;5,3586 A AC;5,3512 A AC;25.08.2020 20:13:08,7;5,3442 A AC;Interval;25.08.2020 20:13:08,8
588;5,3457 A AC;25.08.2020 20:13:08,8;0:00:01,0;25.08.2020 20:13:09,0;5,3512 A AC;5,3473 A AC;25.08.2020 20:13:09,7;5,3424 A AC;Interval;25.08.2020 20:13:09,8
589;5,3415 A AC;25.08.2020 20:13:09,8;0:00:01,0;25.08.2020 20:13:09,8;5,3415 A AC;5,3370 A AC;25.08.2020 20:13:10,5;5,3332 A AC;Interval;25.08.2020 20:13:10,8
590;5,3376 A AC;25.08.2020 20:13:10,8;0:00:01,0;25.08.2020 20:13:10,8;5,3376 A AC;5,3322 A AC;25.08.2020 20:13:11,7;5,3265 A AC;Interval;25.08.2020 20:13:11,8
591;5,3262 A AC;25.08.2020 20:13:11,8;0:00:01,0;25.08.2020 20:13:12,2;5,3281 A AC;5,3263 A AC;25.08.2020 20:13:12,7;5,3247 A AC;Interval;25.08.2020 20:13:12,8
592;5,3248 A AC;25.08.2020 20:13:12,8;0:00:01,0;25.08.2020 20:13:12,8;5,3248 A AC;5,3206 A AC;25.08.2020 20:13:13,8;5,3091 A AC;Interval;25.08.2020 20:13:13,9
593;5,3068 A AC;25.08.2020 20:13:13,9;0:00:01,0;25.08.2020 20:13:13,9;5,3068 A AC;5,3054 A AC;25.08.2020 20:13:14,8;5,3036 A AC;Interval;25.08.2020 20:13:14,9
594;5,3031 A AC;25.08.2020 20:13:14,9;0:00:01,0;25.08.2020 20:13:15,0;5,3032 A AC;5,3005 A AC;25.08.2020 20:13:15,8;5,2954 A AC;Interval;25.08.2020 20:13:15,9
595;5,2951 A AC;25.08.2020 20:13:15,9;0:00:01,0;25.08.2020 20:13:15,9;5,2951 A AC;5,2931 A AC;25.08.2020 20:13:16,4;5,2911 A AC;Interval;25.08.2020 20:13:16,9
596;5,2954 A AC;25.08.2020 20:13:16,9;0:00:01,0;25.08.2020 20:13:16,9;5,2954 A AC;5,2909 A AC;25.08.2020 20:13:17,8;5,2863 A AC;Interval;25.08.2020 20:13:17,9
597;5,2854 A AC;25.08.2020 20:13:17,9;0:00:01,0;25.08.2020 20:13:18,4;5,2855 A AC;5,2847 A AC;25.08.2020 20:13:18,8;5,2837 A AC;Interval;25.08.2020 20:13:18,9
598;5,2840 A AC;25.08.2020 20:13:18,9;0:00:01,0;25.08.2020 20:13:18,9;5,2840 A AC;5,2834 A AC;25.08.2020 20:13:19,1;5,2829 A AC;Interval;25.08.2020 20:13:19,9
599;5,2829 A AC;25.08.2020 20:13:19,9;0:00:01,0;25.08.2020 20:13:19,9;5,2829 A AC;5,2819 A AC;25.08.2020 20:13:20,3;5,2812 A AC;Interval;25.08.2020 20:13:20,9
600;5,2820 A AC;25.08.2020 20:13:20,9;0:00:01,0;25.08.2020 20:13:21,7;5,2828 A AC;5,2824 A AC;25.08.2020 20:13:20,9;5,2820 A AC;Interval;25.08.2020 20:13:21,9
601;5,2828 A AC;25.08.2020 20:13:21,9;0:00:01,0;25.08.2020 20:13:22,3;5,2830 A AC;5,2829 A AC;25.08.2020 20:13:21,9;5,2828 A AC;Interval;25.08.2020 20:13:22,9
602;5,2830 A AC;25.08.2020 20:13:22,9;0:00:00,9;25.08.2020 20:13:23,6;5,2835 A AC;5,2832 A AC;25.08.2020 20:13:22,9;5,2830 A AC;Interval;25.08.2020 20:13:23,8
603;3,6239 A AC;25.08.2020 20:13:23,8;0:00:00,5;25.08.2020 20:13:23,8;3,6239 A AC;1,4798 A AC;25.08.2020 20:13:24,2;0,4960 A AC;Unstable;25.08.2020 20:13:24,3
604;0,4554 A AC;25.08.2020 20:13:24,3;0:00:00,5;25.08.2020 20:13:24,3;0,4554 A AC;0,4402 A AC;25.08.2020 20:13:24,7;0,4334 A AC;Interval;25.08.2020 20:13:24,8
605;0,4331 A AC;25.08.2020 20:13:24,8;0:00:00,9;25.08.2020 20:13:24,8;0,4331 A AC;0,4327 A AC;25.08.2020 20:13:25,5;0,4325 A AC;Stable;25.08.2020 20:13:25,7
606;0,4324 A AC;25.08.2020 20:13:25,7;0:00:00,0;; ; ;; ;Logging Stopped;25.08.2020 20:13:25,7

;;A AC;;Average A AC
1;Sample;0;25.08.2020 20:03:27,6;0
1;Max;0;25.08.2020 20:03:27,6
1;Min;0;25.08.2020 20:03:27,6
2;Sample;0;25.08.2020 20:03:27,8;0
2;Max;0;25.08.2020 20:03:27,8
2;Min;0;25.08.2020 20:03:27,8
3;Sample;0;25.08.2020 20:03:28,8;0
3;Max;0;25.08.2020 20:03:28,8
3;Min;0;25.08.2020 20:03:28,8
4;Sample;0;25.08.2020 20:03:29,8;0
4;Max;0;25.08.2020 20:03:29,8
4;Min;0;25.08.2020 20:03:29,8
5;Sample;0;25.08.2020 20:03:30,9;0
5;Max;0;25.08.2020 20:03:30,9
5;Min;0;25.08.2020 20:03:30,9
6;Sample;0;25.08.2020 20:03:31,9;0,171333333333333
6;Min;0;25.08.2020 20:03:31,9
6;Max;0,369;25.08.2020 20:03:32,1
7;Sample;0,4176;25.08.2020 20:03:32,2;0,433371428571429
7;Min;0,4176;25.08.2020 20:03:32,2
7;Max;0,4376;25.08.2020 20:03:32,8
8;Sample;0,4376;25.08.2020 20:03:32,9;0,43757
8;Max;0,4379;25.08.2020 20:03:33,2
8;Min;0,4373;25.08.2020 20:03:33,7
9;Sample;0,4375;25.08.2020 20:03:33,9;0,43742
9;Max;0,4375;25.08.2020 20:03:33,9
9;Min;0,4373;25.08.2020 20:03:34,5
10;Sample;0,4373;25.08.2020 20:03:34,9;0,43714
10;Max;0,4373;25.08.2020 20:03:34,9
10;Min;0,437;25.08.2020 20:03:35,3
11;Sample;0,4369;25.08.2020 20:03:35,9;0,43709
11;Min;0,4369;25.08.2020 20:03:35,9
11;Max;0,4372;25.08.2020 20:03:36,2
12;Sample;0,4371;25.08.2020 20:03:36,9;0,43703
